Ano,Código da Área,Área de Avaliação,Código da IES,Nome da IES,Sigla da IES,Organização Acadêmica,Categoria Administrativa,Código do Curso,Modalidade de Ensino,Código do Município,Município do Curso,Sigla da UF,Nº de Concluintes Inscritos,Nº  de Concluintes Participantes,Nota Bruta - FG,Nota Padronizada - FG,Nota Bruta - CE,Nota Padronizada - CE,Conceito Enade (Contínuo),Conceito Enade (Faixa),Observação
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4166,CENTRO DE ENSINO SUPERIOR DE UBERABA,CESUBE,Faculdade,Privada sem fins lucrativos,54647,Educação Presencial,3170107,Uberaba,MG,12,11,"48,4273","2,1005","31,2273","1,0278","1,2960",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4219,INSTITUTO SUPERIOR DE EDUCAÇÃO PROFESSORA NAIR FORTES ABU-MERHY,ISEFOR,Faculdade,Privada sem fins lucrativos,122586,Educação Presencial,3101508,Além Paraíba,MG,21,18,"49,9722","2,2987","31,1444","1,0178","1,3380",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102499,Educação Presencial,3144102,Muzambinho,MG,34,34,"52,9676","2,6829","44,2559","2,5981","2,6193",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1102693,Educação Presencial,3139003,Machado,MG,59,50,"52,2600","2,5921","42,9660","2,4426","2,4800",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4358,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO SUL DE MINAS GERAIS",IF SUL DE MINAS,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1117559,Educação Presencial,3130606,Inconfidentes,MG,45,41,"53,3951","2,7377","43,9268","2,5584","2,6032",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4503,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,Universidade,Pública Federal,115037,Educação Presencial,2909802,Cruz das Almas,BA,58,56,"56,1196","3,0872","41,9339","2,3182","2,5104",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4504,FUNDAÇÃO UNIVERSIDADE FEDERAL DA GRANDE DOURADOS,UFGD,Universidade,Pública Federal,15876,Educação Presencial,5003702,Dourados,MS,35,28,"53,4536","2,7452","43,0536","2,4531","2,5262",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1136925,Educação Presencial,1100064,Colorado do Oeste,RO,20,20,"52,7150","2,6505","40,3000","2,1213","2,2536",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4785,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE RONDÔNIA,IFRO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1263591,Educação Presencial,1100023,Ariquemes,RO,43,37,"48,3000","2,0842","35,1378","1,4991","1,6454",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4786,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO TOCANTINS",IFTO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,123230,Educação Presencial,1702208,Araguatins,TO,34,34,"53,3118","2,7270","40,8647","2,1893","2,3238",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4915,FACULDADE ESTÁCIO DE CASTANHAL,ESTÁCIO CASTANHAL,Faculdade,Privada com fins lucrativos,1073312,Educação Presencial,1502400,Castanhal,PA,27,23,"49,5826","2,2487","37,5826","1,7938","1,9075",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4925,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UFABC,Universidade,Pública Federal,1102399,Educação Presencial,3547809,Santo André,SP,28,13,"69,3692","4,7866","64,1846","5,0000","4,9466",5,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,Centro Universitário,Privada sem fins lucrativos,100214,Educação Presencial,3167202,Sete Lagoas,MG,26,8,"51,3125","2,4706","35,0750","1,4915","1,7363",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5077,UNIVERSIDADE ESTADUAL DE RORAIMA,UERR,Universidade,Pública Estadual,98614,Educação Presencial,1400100,Boa Vista,RR,15,13,"46,3769","1,8376","32,2692","1,1533","1,3244",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Pública Estadual,92740,Educação Presencial,2708006,Santana do Ipanema,AL,75,65,"48,3738","2,0937","37,0554","1,7302","1,8211",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Pública Estadual,103352,Educação Presencial,2700300,Arapiraca,AL,31,27,"46,3333","1,8320","36,1407","1,6200","1,6730",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Pública Estadual,103370,Educação Presencial,2700300,Arapiraca,AL,84,72,"45,8167","1,7657","33,7569","1,3327","1,4409",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5242,UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL,UNEAL,Universidade,Pública Estadual,104810,Educação Presencial,2706307,Palmeira dos Índios,AL,114,95,"45,1484","1,6800","32,3537","1,1635","1,2926",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Universidade,Pública Federal,123411,Educação Presencial,4318309,São Gabriel,RS,10,9,"44,6222","1,6125","36,0778","1,6124","1,6124",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),5550,FACULDADE ANHANGUERA DE ANÁPOLIS,,Faculdade,Privada com fins lucrativos,95711,Educação Presencial,5201108,Anápolis,GO,8,5,"53,7400","2,7820","33,9000","1,3499","1,7079",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),14028,Faculdade UNA de Betim,UNA,Faculdade,Privada com fins lucrativos,88208,Educação Presencial,3106705,Betim,MG,36,31,"41,9871","1,2745","43,8516","2,5493","2,2306",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),14408,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIENCIA E TECNOLOGIA DE BRASILIA",IFB,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1280561,Educação Presencial,5300108,Brasília,DF,5,5,"60,8400","3,6926","46,2200","2,8348","3,0492",4,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),14509,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA BAIANO",IFBAIANO,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1112662,Educação Presencial,2927903,Santa Inês,BA,37,36,"48,2194","2,0739","36,6444","1,6807","1,7790",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),14622,FACULDADES INTEGRADAS DE SERGIPE,FISE,Faculdade,Privada com fins lucrativos,1104931,Educação Presencial,2807402,Tobias Barreto,SE,9,9,"53,1556","2,7070","40,9111","2,1949","2,3229",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),14724,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO PARANÁ",IFPR,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,59453,Educação Presencial,4117602,Palmas,PR,21,21,"52,4857","2,6211","40,2286","2,1127","2,2398",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15015,Universidade Estadual do Norte do Paraná,UENP,Universidade,Pública Estadual,54400,Educação Presencial,4102406,Bandeirantes,PR,24,12,"61,4000","3,7644","47,8333","3,0292","3,2130",4,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15015,Universidade Estadual do Norte do Paraná,UENP,Universidade,Pública Estadual,55813,Educação Presencial,4111803,Jacarezinho,PR,32,25,"55,0880","2,9549","45,9280","2,7996","2,8384",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15015,Universidade Estadual do Norte do Paraná,UENP,Universidade,Pública Estadual,80829,Educação Presencial,4106407,Cornélio Procópio,PR,28,27,"56,8815","3,1849","49,6222","3,2448","3,2299",4,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15032,UNIVERSIDADE ALTO VALE DO RIO DO PEIXE,UNIARP,Universidade,Privada sem fins lucrativos,53480,Educação Presencial,4203006,Caçador,SC,10,10,"41,3100","1,1877","37,8900","1,8308","1,6700",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15059,UNIVERSIDADE FEDERAL DO OESTE DO PARÁ,UFOPA,Universidade,Pública Federal,12105,Educação Presencial,1506807,Santarém,PA,15,7,"43,8143","1,5089","35,7857","1,5772","1,5601",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Universidade,Pública Federal,1152544,Educação Presencial,4305207,Cerro Largo,RS,41,38,"47,2421","1,9485","40,1132","2,0987","2,0612",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Universidade,Pública Federal,1152571,Educação Presencial,4121406,Realeza,PR,34,34,"57,3235","3,2416","43,2176","2,4729","2,6651",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15507,"Instituto Federal de Educação, Ciência e Tecnologia do Acre",IFAC,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1168525,Educação Presencial,1200401,Rio Branco,AC,39,31,"50,8129","2,4065","34,9871","1,4809","1,7123",2,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),15522,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO AMAPÁ",IFAP,"Instituto Federal de Educação, Ciência e Tecnologia",Pública Federal,1266098,Educação Presencial,1600279,Laranjal do Jari,AP,19,18,"53,3722","2,7348","40,3389","2,1260","2,2782",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),18492,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,49818,Educação Presencial,4128203,União da Vitória,PR,5,4,"52,7750","2,6582","43,4500","2,5009","2,5402",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),18492,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,49823,Educação Presencial,4128203,União da Vitória,PR,33,27,"54,6556","2,8994","45,2704","2,7203","2,7651",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),18492,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,95215,Educação Presencial,4118204,Paranaguá,PR,29,29,"54,6448","2,8980","42,8621","2,4301","2,5471",3,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),18492,Universidade Estadual do Paraná,UNESPAR,Universidade,Pública Estadual,1203646,Educação Presencial,4118402,Paranavaí,PR,13,13,"49,4538","2,2322","49,1615","3,1893","2,9500",4,
2017,1602,CIÊNCIAS BIOLÓGICAS (LICENCIATURA),18506,UNIVERSIDADE FEDERAL DO OESTE DA BAHIA,UFOB,Universidade,Pública Federal,99026,Educação Presencial,2903201,Barreiras,BA,10,9,"58,5444","3,3982","55,2889","3,9278","3,7954",4,
2017,2001,PEDAGOGIA (LICENCIATURA),1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,6,Educação Presencial,5103403,Cuiabá,MT,60,55,"53,4200","3,1983","44,8036","2,6068","2,7546",3,
2017,2001,PEDAGOGIA (LICENCIATURA),1,UNIVERSIDADE FEDERAL DE MATO GROSSO,UFMT,Universidade,Pública Federal,23,Educação Presencial,5107602,Rondonópolis,MT,48,45,"50,1400","2,7220","43,6289","2,4472","2,5159",3,
2017,2001,PEDAGOGIA (LICENCIATURA),2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,150,Educação Presencial,5300108,Brasília,DF,73,55,"56,4818","3,6428","50,6636","3,4026","3,4627",4,
2017,2001,PEDAGOGIA (LICENCIATURA),2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,163,Educação Presencial,5300108,Brasília,DF,57,42,"54,2476","3,3184","50,2762","3,3500","3,3421",4,
2017,2001,PEDAGOGIA (LICENCIATURA),2,UNIVERSIDADE DE BRASÍLIA,UNB,Universidade,Pública Federal,112170,Educação a Distância,5300108,Brasília,DF,8,7,"51,0429","2,8531","40,2143","1,9835","2,2009",3,
2017,2001,PEDAGOGIA (LICENCIATURA),3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,315,Educação Presencial,2806701,São Cristóvão,SE,136,118,"53,9551","3,2760","47,6186","2,9891","3,0608",4,
2017,2001,PEDAGOGIA (LICENCIATURA),3,UNIVERSIDADE FEDERAL DE SERGIPE,UFS,Universidade,Pública Federal,95057,Educação Presencial,2802908,Itabaiana,SE,58,46,"48,3370","2,4602","38,6565","1,7719","1,9440",2,
2017,2001,PEDAGOGIA (LICENCIATURA),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,381,Educação Presencial,1302603,Manaus,AM,102,98,"52,9551","3,1308","49,3184","3,2199","3,1976",4,
2017,2001,PEDAGOGIA (LICENCIATURA),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,101614,Educação Presencial,1300607,Benjamin Constant,AM,56,39,"37,7538","0,9236","30,1000","0,6098","0,6883",1,
2017,2001,PEDAGOGIA (LICENCIATURA),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,101639,Educação Presencial,1301704,Humaitá,AM,36,26,"37,4731","0,8829","34,1385","1,1583","1,0894",2,
2017,2001,PEDAGOGIA (LICENCIATURA),4,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,Universidade,Pública Federal,112100,Educação Presencial,1303403,Parintins,AM,27,24,"51,2000","2,8759","42,7708","2,3307","2,4670",3,
2017,2001,PEDAGOGIA (LICENCIATURA),5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,33221,Educação Presencial,2208007,Picos,PI,33,25,"54,2560","3,3196","50,0240","3,3158","3,3167",4,
2017,2001,PEDAGOGIA (LICENCIATURA),5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,73192,Educação Presencial,2211001,Teresina,PI,284,216,"55,9444","3,5648","48,3648","3,0904","3,2090",4,
2017,2001,PEDAGOGIA (LICENCIATURA),5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,104156,Educação Presencial,2207702,Parnaíba,PI,45,45,"56,8156","3,6913","46,1578","2,7907","3,0158",4,
2017,2001,PEDAGOGIA (LICENCIATURA),5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,104726,Educação a Distância,2211001,Teresina,PI,445,390,"45,4538","2,0416","33,3262","1,0480","1,2964",2,
2017,2001,PEDAGOGIA (LICENCIATURA),5,UNIVERSIDADE FEDERAL DO PIAUÍ,UFPI,Universidade,Pública Federal,116642,Educação Presencial,2203909,Floriano,PI,102,94,"49,0011","2,5567","41,0191","2,0928","2,2088",3,
2017,2001,PEDAGOGIA (LICENCIATURA),6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,111504,Educação a Distância,3146107,Ouro Preto,MG,229,195,"50,5641","2,7836","42,5072","2,2949","2,4171",3,
2017,2001,PEDAGOGIA (LICENCIATURA),6,UNIVERSIDADE FEDERAL DE OURO PRETO,UFOP,Universidade,Pública Federal,112606,Educação Presencial,3140001,Mariana,MG,43,41,"56,0585","3,5814","52,5951","3,6650","3,6441",4,
2017,2001,PEDAGOGIA (LICENCIATURA),7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,109353,Educação a Distância,3548906,São Carlos,SP,139,118,"63,6475","4,6832","59,7407","4,6354","4,6474",5,
2017,2001,PEDAGOGIA (LICENCIATURA),7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,112622,Educação Presencial,3548906,São Carlos,SP,15,15,"46,3800","2,1761","37,2467","1,5804","1,7293",2,
2017,2001,PEDAGOGIA (LICENCIATURA),7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,115076,Educação Presencial,3552205,Sorocaba,SP,58,51,"64,3098","4,7794","60,9020","4,7931","4,7897",5,
2017,2001,PEDAGOGIA (LICENCIATURA),7,UNIVERSIDADE FEDERAL DE SÃO CARLOS,UFSCAR,Universidade,Pública Federal,115558,Educação Presencial,3548906,São Carlos,SP,108,102,"62,0696","4,4541","57,1931","4,2894","4,3306",5,
2017,2001,PEDAGOGIA (LICENCIATURA),8,UNIVERSIDADE FEDERAL DE VIÇOSA,UFV,Universidade,Pública Federal,697,Educação Presencial,3171303,Viçosa,MG,61,61,"59,3148","4,0541","54,6852","3,9488","3,9752",5,
2017,2001,PEDAGOGIA (LICENCIATURA),9,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,Universidade,Pública Estadual,92260,Educação Presencial,4113700,Londrina,PR,112,98,"58,9786","4,0053","51,4622","3,5111","3,6347",4,
2017,2001,PEDAGOGIA (LICENCIATURA),10,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,PUCPR,Universidade,Privada sem fins lucrativos,850,Educação Presencial,4106902,Curitiba,PR,70,61,"54,3541","3,3339","60,9443","4,7989","4,4326",5,
2017,2001,PEDAGOGIA (LICENCIATURA),11,UNIVERSIDADE CATÓLICA DE PERNAMBUCO,UNICAP,Universidade,Privada sem fins lucrativos,954,Educação Presencial,2611606,Recife,PE,31,29,"43,8276","1,8055","39,9448","1,9469","1,9115",2,
2017,2001,PEDAGOGIA (LICENCIATURA),12,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,Universidade,Pública Federal,111450,Educação Presencial,4315602,Rio Grande,RS,62,59,"50,9237","2,8358","47,7831","3,0114","2,9675",4,
2017,2001,PEDAGOGIA (LICENCIATURA),13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,71413,Educação a Distância,4305108,Caxias do Sul,RS,11,10,"51,5700","2,9297","47,4200","2,9621","2,9540",4,
2017,2001,PEDAGOGIA (LICENCIATURA),13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,98307,Educação Presencial,4302105,Bento Gonçalves,RS,28,24,"50,3792","2,7568","45,5250","2,7047","2,7177",3,
2017,2001,PEDAGOGIA (LICENCIATURA),13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,98308,Educação Presencial,4305108,Caxias do Sul,RS,65,58,"50,2845","2,7430","49,8414","3,2910","3,1540",4,
2017,2001,PEDAGOGIA (LICENCIATURA),13,UNIVERSIDADE DE CAXIAS DO SUL,UCS,Universidade,Privada sem fins lucrativos,98309,Educação Presencial,4322509,Vacaria,RS,14,13,"51,3692","2,9005","45,7923","2,7410","2,7809",3,
2017,2001,PEDAGOGIA (LICENCIATURA),14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,80681,Educação Presencial,4318705,São Leopoldo,RS,1,0,,,,,,SC,
2017,2001,PEDAGOGIA (LICENCIATURA),14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,112239,Educação Presencial,4318705,São Leopoldo,RS,103,90,"55,8644","3,5532","48,7944","3,1488","3,2499",4,
2017,2001,PEDAGOGIA (LICENCIATURA),14,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,Universidade,Privada sem fins lucrativos,1189846,Educação a Distância,4318705,São Leopoldo,RS,13,13,"58,6385","3,9560","46,0462","2,7755","3,0706",4,
2017,2001,PEDAGOGIA (LICENCIATURA),15,UNIVERSIDADE CATÓLICA DE PETRÓPOLIS,UCP,Universidade,Privada sem fins lucrativos,1326,Educação Presencial,3303906,Petrópolis,RJ,40,34,"52,1765","3,0177","53,8618","3,8370","3,6322",4,
2017,2001,PEDAGOGIA (LICENCIATURA),17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pública Federal,1435,Educação Presencial,3170206,Uberlândia,MG,53,50,"63,2580","4,6267","54,7360","3,9557","4,1235",5,
2017,2001,PEDAGOGIA (LICENCIATURA),17,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,UFU,Universidade,Pública Federal,103018,Educação Presencial,3134202,Ituiutaba,MG,73,66,"55,1773","3,4534","54,5121","3,9253","3,8073",4,
2017,2001,PEDAGOGIA (LICENCIATURA),18,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,Universidade,Privada sem fins lucrativos,1515,Educação Presencial,4314407,Pelotas,RS,38,38,"53,0184","3,1400","50,1921","3,3386","3,2889",4,
2017,2001,PEDAGOGIA (LICENCIATURA),19,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS,PUC-CAMPINAS,Universidade,Privada sem fins lucrativos,1648,Educação Presencial,3509502,Campinas,SP,75,71,"54,8845","3,4109","50,8239","3,4244","3,4210",4,
2017,2001,PEDAGOGIA (LICENCIATURA),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1741,Educação Presencial,4314100,Passo Fundo,RS,63,58,"55,5172","3,5028","47,0983","2,9184","3,0645",4,
2017,2001,PEDAGOGIA (LICENCIATURA),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1758,Educação Presencial,4311304,Lagoa Vermelha,RS,3,3,"47,7000","2,3678","36,0667","1,4202","1,6571",2,
2017,2001,PEDAGOGIA (LICENCIATURA),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1780,Educação Presencial,4320800,Soledade,RS,19,19,"50,6158","2,7911","38,6421","1,7699","2,0252",3,
2017,2001,PEDAGOGIA (LICENCIATURA),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,1782,Educação Presencial,4304705,Carazinho,RS,25,22,"52,1545","3,0145","45,8545","2,7495","2,8158",3,
2017,2001,PEDAGOGIA (LICENCIATURA),20,UNIVERSIDADE DE PASSO FUNDO,UPF,Universidade,Privada sem fins lucrativos,102930,Educação Presencial,4313706,Palmeira das Missões,RS,1,0,,,,,,SC,
2017,2001,PEDAGOGIA (LICENCIATURA),21,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUCRS,Universidade,Privada sem fins lucrativos,1882,Educação Presencial,4314902,Porto Alegre,RS,34,31,"52,0935","3,0057","51,9065","3,5714","3,4300",4,
2017,2001,PEDAGOGIA (LICENCIATURA),22,UNIVERSIDADE PRESBITERIANA MACKENZIE,MACKENZIE,Universidade,Privada sem fins lucrativos,2014,Educação Presencial,3550308,São Paulo,SP,98,91,"57,7527","3,8274","52,6582","3,6735","3,7120",4,
2017,2001,PEDAGOGIA (LICENCIATURA),23,UNIVERSIDADE FEEVALE,FEEVALE,Universidade,Privada sem fins lucrativos,2085,Educação Presencial,4313409,Novo Hamburgo,RS,45,43,"51,7814","2,9603","50,5860","3,3921","3,2842",4,
2017,2001,PEDAGOGIA (LICENCIATURA),24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Universidade,Pública Estadual,2110,Educação Presencial,2913606,Ilhéus,BA,52,45,"58,8133","3,9813","54,0044","3,8564","3,8876",4,
2017,2001,PEDAGOGIA (LICENCIATURA),24,UNIVERSIDADE ESTADUAL DE SANTA CRUZ,UESC,Universidade,Pública Estadual,1150509,Educação Presencial,2913606,Ilhéus,BA,29,26,"37,9385","0,9504","34,8577","1,2560","1,1796",2,
2017,2001,PEDAGOGIA (LICENCIATURA),27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,Universidade,Privada sem fins lucrativos,2148,Educação Presencial,3169307,Três Corações,MG,8,8,"61,6750","4,3968","51,6750","3,5400","3,7542",4,
2017,2001,PEDAGOGIA (LICENCIATURA),27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,Universidade,Privada sem fins lucrativos,88252,Educação Presencial,3147105,Pará de Minas,MG,14,12,"51,2583","2,8844","39,9917","1,9532","2,1860",3,
2017,2001,PEDAGOGIA (LICENCIATURA),27,UNIVERSIDADE VALE DO RIO VERDE,UNINCOR,Universidade,Privada sem fins lucrativos,101350,Educação a Distância,3169307,Três Corações,MG,8,6,"53,8167","3,2559","37,6833","1,6397","2,0438",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2204,Educação Presencial,2307601,Limoeiro do Norte,CE,70,52,"47,8154","2,3845","46,3154","2,8121","2,7052",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2208,Educação Presencial,2311306,Quixadá,CE,42,35,"55,6714","3,5252","44,6514","2,5861","2,8209",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2211,Educação Presencial,2304103,Crateús,CE,46,25,"55,3480","3,4782","39,8600","1,9354","2,3211",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2212,Educação Presencial,2306405,Itapipoca,CE,102,69,"49,5536","2,6369","39,8449","1,9333","2,1092",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2215,Educação Presencial,2305506,Iguatu,CE,24,24,"47,6333","2,3581","39,3875","1,8712","1,9929",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2216,Educação Presencial,2304400,Fortaleza,CE,184,113,"45,9080","2,1076","45,0496","2,6402","2,5070",3,
2017,2001,PEDAGOGIA (LICENCIATURA),29,UNIVERSIDADE ESTADUAL DO CEARÁ,UECE,Universidade,Pública Estadual,2221,Educação Presencial,2313302,Tauá,CE,18,18,"48,5278","2,4879","38,7167","1,7801","1,9570",3,
